date,platform,order_id,sku,product,qty,price,discount,marketplace_fee,packing_cost,ad_cost_allocated,hpp,gross_revenue,net_revenue,net_profit,net_margin,order_status
2026-06-15,TikTok Shop,ORD-3815,OCN-30,Ocean Blue 30ml,1,79000,7348,7425,1500,6215,25500,79000,64227,31012,0.3925569620253165,completed
2026-06-15,TikTok Shop,ORD-3816,RGE-35,Rouge 540 35ml,1,99000,7112,6192,1500,9612,32000,99000,85696,42584,0.43014141414141416,completed
2026-06-15,Tokopedia,ORD-3817,MSK-30,Musk White 30ml,1,85000,8889,6367,2000,3563,28000,85000,69744,36181,0.42565882352941176,completed
2026-06-15,Tokopedia,ORD-3818,VNL-30,Vanilla Sweet 30ml,1,75000,8351,5793,1500,4965,24500,75000,60856,29891,0.39854666666666666,completed
2026-06-15,Tokopedia,ORD-3819,VNL-30,Vanilla Sweet 30ml,1,75000,7505,5941,2000,4802,24500,75000,61554,30252,0.40336,completed
2026-06-15,Shopee,ORD-3820,MSK-30,Musk White 30ml,2,85000,20197,12690,4000,8608,28000,170000,137113,68505,0.40297058823529414,completed
2026-06-15,Tokopedia,ORD-3821,OCN-30,Ocean Blue 30ml,1,79000,7994,6816,1500,6836,25500,79000,64190,30354,0.3842278481012658,completed
2026-06-15,TikTok Shop,ORD-3822,SAV-50,Sauvage Night 50ml,1,129000,13542,11861,2000,16032,42000,129000,103597,43565,0.33771317829457365,completed
2026-06-15,Shopee,ORD-3823,RGE-35,Rouge 540 35ml,2,99000,6804,18108,3000,16918,32000,198000,173088,89170,0.45035353535353534,completed
2026-06-15,Tokopedia,ORD-3824,OCN-50,Ocean Blue 50ml,1,119000,10931,8686,2000,9157,38000,119000,99383,50226,0.4220672268907563,completed
2026-06-15,Shopee,ORD-3825,RGE-35,Rouge 540 35ml,1,99000,7730,7898,1500,9076,32000,99000,83372,40796,0.4120808080808081,shipped
2026-06-15,Tokopedia,ORD-3826,OCN-50,Ocean Blue 50ml,2,119000,12867,15283,4000,23824,38000,238000,209850,106026,0.4454873949579832,completed
2026-06-15,Shopee,ORD-3827,OCN-30,Ocean Blue 30ml,1,79000,6099,7456,1500,5370,25500,79000,65445,33075,0.4186708860759494,shipped
2026-06-15,Tokopedia,ORD-3828,SAV-50,Sauvage Night 50ml,1,129000,13768,8382,1500,14830,42000,129000,106850,48520,0.37612403100775194,shipped
2026-06-15,Tokopedia,ORD-3829,OCN-30,Ocean Blue 30ml,3,79000,12349,14771,6000,7416,25500,237000,209880,119964,0.5061772151898735,completed
2026-06-15,TikTok Shop,ORD-3830,MSK-30,Musk White 30ml,1,85000,3440,7083,1500,4821,28000,85000,74477,40156,0.4724235294117647,completed
2026-06-15,TikTok Shop,ORD-3831,OCN-30,Ocean Blue 30ml,1,79000,6691,6652,1200,3236,25500,79000,65657,35721,0.45216455696202534,shipped
2026-06-15,Shopee,ORD-3832,SAV-50,Sauvage Night 50ml,1,129000,13332,10006,2000,7657,42000,129000,105662,54005,0.41864341085271317,shipped
2026-06-15,Tokopedia,ORD-3833,OCN-30,Ocean Blue 30ml,1,79000,3427,6994,1500,9534,25500,79000,68579,32045,0.40563291139240504,completed
2026-06-15,TikTok Shop,ORD-3834,RGE-35,Rouge 540 35ml,1,99000,10245,8580,2000,4589,32000,99000,80175,41586,0.4200606060606061,completed
2026-06-15,Shopee,ORD-3835,MSK-30,Musk White 30ml,3,85000,10910,21380,4500,10717,28000,255000,222710,123493,0.48428627450980394,completed
2026-06-15,Tokopedia,ORD-3836,VNL-30,Vanilla Sweet 30ml,1,75000,8751,6744,1200,7255,24500,75000,59505,26550,0.354,completed
2026-06-15,Shopee,ORD-3837,RGE-35,Rouge 540 35ml,1,99000,3216,5833,2000,9006,32000,99000,89951,46945,0.47419191919191916,completed
2026-06-15,TikTok Shop,ORD-3838,OCN-50,Ocean Blue 50ml,1,119000,11038,10806,2000,9279,38000,119000,97156,47877,0.40232773109243697,completed
2026-06-15,Shopee,ORD-3839,OCN-50,Ocean Blue 50ml,1,119000,9123,9193,1200,5114,38000,119000,100684,56370,0.47369747899159664,completed
2026-06-15,Shopee,ORD-3840,VNL-30,Vanilla Sweet 30ml,1,75000,8064,6511,1500,7980,24500,75000,60425,26445,0.3526,completed
2026-06-15,Shopee,ORD-3841,SAV-50,Sauvage Night 50ml,2,129000,22726,23151,4000,30151,42000,258000,212123,93972,0.36423255813953487,completed
2026-06-15,Shopee,ORD-3842,RGE-35,Rouge 540 35ml,1,99000,5330,7295,1200,3191,32000,99000,86375,49984,0.5048888888888889,completed
2026-06-15,TikTok Shop,ORD-3843,MSK-30,Musk White 30ml,1,85000,8763,7420,2000,6021,28000,85000,68817,32796,0.38583529411764705,completed
2026-06-15,Tokopedia,ORD-3844,OCN-30,Ocean Blue 30ml,1,79000,7882,5316,1500,3505,25500,79000,65802,35297,0.4467974683544304,completed
2026-06-15,Shopee,ORD-3845,SAV-50,Sauvage Night 50ml,1,129000,12520,9356,1200,7088,42000,129000,107124,56836,0.4405891472868217,completed
2026-06-15,Tokopedia,ORD-3846,SAV-50,Sauvage Night 50ml,1,129000,15273,7744,2000,14192,42000,129000,105983,47791,0.3704728682170543,completed
2026-06-15,Tokopedia,ORD-3847,OCN-30,Ocean Blue 30ml,1,79000,9261,6082,1200,6039,25500,79000,63657,30918,0.39136708860759495,completed
2026-06-15,Shopee,ORD-3848,VNL-30,Vanilla Sweet 30ml,2,75000,9301,11899,4000,10997,24500,150000,128800,64803,0.43202,shipped
2026-06-15,Tokopedia,ORD-3849,VNL-30,Vanilla Sweet 30ml,1,75000,4156,6418,2000,5234,24500,75000,64426,32692,0.43589333333333335,completed
2026-06-15,TikTok Shop,ORD-3850,SAV-50,Sauvage Night 50ml,1,129000,9398,8784,2000,7060,42000,129000,110818,59758,0.46324031007751937,completed
2026-06-15,Tokopedia,ORD-3851,RGE-35,Rouge 540 35ml,1,99000,6016,9096,1500,8399,32000,99000,83888,41989,0.42413131313131314,completed
2026-06-15,TikTok Shop,ORD-3852,SAV-50,Sauvage Night 50ml,1,129000,13670,10316,1200,16250,42000,129000,105014,45564,0.3532093023255814,completed
2026-06-15,Shopee,ORD-3853,OCN-30,Ocean Blue 30ml,1,79000,4367,4550,1500,6003,25500,79000,70083,37080,0.46936708860759496,completed
2026-06-15,Tokopedia,ORD-3854,RGE-35,Rouge 540 35ml,2,99000,7933,17486,2400,12317,32000,198000,172581,93864,0.47406060606060607,completed
2026-06-15,Shopee,ORD-3855,OCN-30,Ocean Blue 30ml,2,79000,12693,10886,3000,8592,25500,158000,134421,71829,0.4546139240506329,completed
2026-06-15,TikTok Shop,ORD-3856,VNL-30,Vanilla Sweet 30ml,1,75000,8565,6723,2000,4978,24500,75000,59712,28234,0.3764533333333333,completed
2026-06-15,Tokopedia,ORD-3857,OCN-30,Ocean Blue 30ml,1,79000,4160,5962,2000,4205,25500,79000,68878,37173,0.47054430379746837,completed
2026-06-15,Tokopedia,ORD-3858,SAV-50,Sauvage Night 50ml,1,129000,5989,9575,1200,15651,42000,129000,113436,54585,0.4231395348837209,completed
2026-06-15,Shopee,ORD-3859,VNL-30,Vanilla Sweet 30ml,2,75000,5087,13078,3000,15411,24500,150000,131835,64424,0.42949333333333334,completed
2026-06-15,Shopee,ORD-3860,SAV-50,Sauvage Night 50ml,2,129000,9361,21571,2400,10593,42000,258000,227068,130075,0.5041666666666667,completed
2026-06-15,Shopee,ORD-3861,OCN-50,Ocean Blue 50ml,2,119000,19091,17422,4000,19990,38000,238000,201487,101497,0.4264579831932773,completed
2026-06-15,Shopee,ORD-3862,SAV-50,Sauvage Night 50ml,1,129000,8234,10316,1200,11408,42000,129000,110450,55842,0.4328837209302326,completed
2026-06-15,TikTok Shop,ORD-3863,VNL-30,Vanilla Sweet 30ml,1,75000,3571,4447,1500,5329,24500,75000,66982,35653,0.4753733333333333,completed
2026-06-15,Shopee,ORD-3864,RGE-35,Rouge 540 35ml,3,99000,23668,17790,4500,34577,32000,297000,255542,120465,0.4056060606060606,completed
2026-06-15,TikTok Shop,ORD-3865,OCN-30,Ocean Blue 30ml,2,79000,6709,13770,4000,14413,25500,158000,137521,68108,0.4310632911392405,completed
2026-06-15,Tokopedia,ORD-3866,SAV-50,Sauvage Night 50ml,1,129000,6429,10882,1200,13795,42000,129000,111689,54694,0.423984496124031,completed
2026-06-15,Shopee,ORD-3867,OCN-50,Ocean Blue 50ml,1,119000,4024,8250,1200,10627,38000,119000,106726,56899,0.47814285714285715,completed
2026-06-15,Shopee,ORD-3868,SAV-50,Sauvage Night 50ml,2,129000,11700,17704,4000,23188,42000,258000,228596,117408,0.45506976744186045,completed
2026-06-15,TikTok Shop,ORD-3869,VNL-30,Vanilla Sweet 30ml,1,75000,6107,5318,2000,5649,24500,75000,63575,31426,0.41901333333333335,completed
2026-06-15,Shopee,ORD-3870,OCN-30,Ocean Blue 30ml,2,79000,11856,14366,4000,15176,25500,158000,131778,61602,0.3898860759493671,completed
2026-06-15,Shopee,ORD-3871,MSK-30,Musk White 30ml,1,85000,4684,7762,2000,10985,28000,85000,72554,31569,0.3714,completed
2026-06-15,TikTok Shop,ORD-3872,MSK-30,Musk White 30ml,2,85000,11074,9580,3000,21924,28000,170000,149346,68422,0.40248235294117646,completed
2026-06-15,Shopee,ORD-3873,OCN-30,Ocean Blue 30ml,2,79000,6441,12832,2400,8790,25500,158000,138727,76537,0.4844113924050633,completed
2026-06-15,Tokopedia,ORD-3874,RGE-35,Rouge 540 35ml,1,99000,5965,7095,1200,3106,32000,99000,85940,49634,0.5013535353535353,completed
2026-06-15,Tokopedia,ORD-3875,RGE-35,Rouge 540 35ml,1,99000,5793,5523,1500,4987,32000,99000,87684,49197,0.49693939393939396,completed
2026-06-15,Shopee,ORD-3876,RGE-35,Rouge 540 35ml,1,99000,9344,5927,1500,9805,32000,99000,83729,40424,0.4083232323232323,completed
2026-06-15,Shopee,ORD-3877,VNL-30,Vanilla Sweet 30ml,3,75000,14084,16901,3600,10255,24500,225000,194015,106660,0.47404444444444443,completed
2026-06-15,Tokopedia,ORD-3878,VNL-30,Vanilla Sweet 30ml,2,75000,5068,8599,2400,8078,24500,150000,136333,76855,0.5123666666666666,completed
2026-06-15,Shopee,ORD-3879,RGE-35,Rouge 540 35ml,2,99000,19600,12696,2400,6946,32000,198000,165704,92358,0.46645454545454546,completed
2026-06-15,TikTok Shop,ORD-3880,RGE-35,Rouge 540 35ml,1,99000,8562,8486,1500,10024,32000,99000,81952,38428,0.38816161616161615,completed
2026-06-15,Shopee,ORD-3881,RGE-35,Rouge 540 35ml,1,99000,4663,5991,1200,7963,32000,99000,88346,47183,0.4765959595959596,completed
2026-06-15,Tokopedia,ORD-3882,RGE-35,Rouge 540 35ml,1,99000,6473,8777,1500,6579,32000,99000,83750,43671,0.44112121212121214,completed
2026-06-15,Shopee,ORD-3883,OCN-50,Ocean Blue 50ml,1,119000,11180,10052,1200,10712,38000,119000,97768,47856,0.4021512605042017,completed
2026-06-15,TikTok Shop,ORD-3884,VNL-30,Vanilla Sweet 30ml,1,75000,6241,5259,1200,3090,24500,75000,63500,34710,0.4628,completed
2026-06-15,TikTok Shop,ORD-3885,RGE-35,Rouge 540 35ml,1,99000,10880,5694,1200,12511,32000,99000,82426,36715,0.37085858585858583,completed
2026-06-15,Shopee,ORD-3886,SAV-50,Sauvage Night 50ml,1,129000,5800,7929,1500,8433,42000,129000,115271,63338,0.4909922480620155,completed
2026-06-15,Shopee,ORD-3887,OCN-30,Ocean Blue 30ml,1,79000,7910,6950,1500,4449,25500,79000,64140,32691,0.4138101265822785,completed
2026-06-15,Tokopedia,ORD-3888,OCN-50,Ocean Blue 50ml,2,119000,27096,22146,3000,17505,38000,238000,188758,92253,0.3876176470588235,completed
2026-06-15,Shopee,ORD-3889,MSK-30,Musk White 30ml,2,85000,14115,11828,2400,13582,28000,170000,144057,72075,0.4239705882352941,completed
2026-06-15,TikTok Shop,ORD-3890,OCN-30,Ocean Blue 30ml,1,79000,5195,5555,1500,6273,25500,79000,68250,34977,0.442746835443038,completed
2026-06-15,Shopee,ORD-3891,SAV-50,Sauvage Night 50ml,1,129000,7314,10746,2000,13063,42000,129000,110940,53877,0.4176511627906977,completed
2026-06-15,Shopee,ORD-3892,MSK-30,Musk White 30ml,1,85000,3962,4857,1500,3677,28000,85000,76181,43004,0.5059294117647058,completed
2026-06-15,Shopee,ORD-3893,OCN-30,Ocean Blue 30ml,1,79000,6897,5226,1500,4518,25500,79000,66877,35359,0.4475822784810127,returned
2026-06-16,TikTok Shop,ORD-3894,RGE-35,Rouge 540 35ml,2,99000,10958,12071,2400,20470,32000,198000,174971,88101,0.44495454545454544,shipped
2026-06-16,Shopee,ORD-3895,OCN-30,Ocean Blue 30ml,1,79000,7385,7472,1200,5332,25500,79000,64143,32111,0.40646835443037976,completed
2026-06-16,Shopee,ORD-3896,VNL-30,Vanilla Sweet 30ml,2,75000,13106,9364,2400,16452,24500,150000,127530,59678,0.39785333333333334,completed
2026-06-16,Shopee,ORD-3897,OCN-30,Ocean Blue 30ml,2,79000,11889,9479,3000,14931,25500,158000,136632,67701,0.4284873417721519,completed
2026-06-16,Tokopedia,ORD-3898,RGE-35,Rouge 540 35ml,1,99000,4392,7065,1200,7756,32000,99000,87543,46587,0.4705757575757576,completed
2026-06-16,TikTok Shop,ORD-3899,OCN-30,Ocean Blue 30ml,1,79000,4140,5191,1500,9358,25500,79000,69669,33311,0.42165822784810125,completed
2026-06-16,TikTok Shop,ORD-3900,OCN-30,Ocean Blue 30ml,1,79000,3087,6630,2000,4547,25500,79000,69283,37236,0.4713417721518987,completed
2026-06-16,Tokopedia,ORD-3901,MSK-30,Musk White 30ml,2,85000,8098,14353,4000,17923,28000,170000,147549,69626,0.40956470588235294,completed
2026-06-16,Tokopedia,ORD-3902,MSK-30,Musk White 30ml,1,85000,3050,5247,2000,9066,28000,85000,76703,37637,0.44278823529411765,completed
2026-06-16,Tokopedia,ORD-3903,SAV-50,Sauvage Night 50ml,1,129000,5178,7124,1500,14504,42000,129000,116698,58694,0.4549922480620155,completed
2026-06-16,Tokopedia,ORD-3904,RGE-35,Rouge 540 35ml,1,99000,7332,5491,1500,12521,32000,99000,86177,40156,0.4056161616161616,completed
2026-06-16,Shopee,ORD-3905,VNL-30,Vanilla Sweet 30ml,1,75000,3966,4126,1500,3047,24500,75000,66908,37861,0.5048133333333333,completed
2026-06-16,Shopee,ORD-3906,OCN-30,Ocean Blue 30ml,1,79000,8048,4868,2000,3221,25500,79000,66084,35363,0.4476329113924051,completed
2026-06-16,TikTok Shop,ORD-3907,OCN-30,Ocean Blue 30ml,1,79000,7132,6574,2000,7512,25500,79000,65294,30282,0.38331645569620254,completed
2026-06-16,Tokopedia,ORD-3908,RGE-35,Rouge 540 35ml,2,99000,14498,18281,4000,8308,32000,198000,165221,88913,0.44905555555555554,completed
2026-06-16,Tokopedia,ORD-3909,OCN-30,Ocean Blue 30ml,1,79000,6086,6733,2000,2908,25500,79000,66181,35773,0.45282278481012656,completed
2026-06-16,TikTok Shop,ORD-3910,OCN-30,Ocean Blue 30ml,2,79000,16030,12055,2400,18534,25500,158000,129915,57981,0.36696835443037973,completed
2026-06-16,TikTok Shop,ORD-3911,RGE-35,Rouge 540 35ml,1,99000,10262,7116,1200,11646,32000,99000,81622,36776,0.37147474747474746,shipped
2026-06-16,Tokopedia,ORD-3912,SAV-50,Sauvage Night 50ml,1,129000,11535,9320,1200,8332,42000,129000,108145,56613,0.4388604651162791,completed
2026-06-16,Shopee,ORD-3913,RGE-35,Rouge 540 35ml,1,99000,10670,7292,1500,5210,32000,99000,81038,42328,0.4275555555555556,completed
2026-06-16,TikTok Shop,ORD-3914,OCN-30,Ocean Blue 30ml,1,79000,9233,6954,1500,3349,25500,79000,62813,32464,0.4109367088607595,completed
2026-06-16,Shopee,ORD-3915,RGE-35,Rouge 540 35ml,1,99000,6172,8052,1500,7194,32000,99000,84776,44082,0.44527272727272726,completed
2026-06-16,Tokopedia,ORD-3916,OCN-30,Ocean Blue 30ml,1,79000,7828,5024,2000,7143,25500,79000,66148,31505,0.39879746835443036,completed
2026-06-16,Shopee,ORD-3917,SAV-50,Sauvage Night 50ml,2,129000,25568,16873,2400,9205,42000,258000,215559,119954,0.46493798449612406,completed
2026-06-16,Tokopedia,ORD-3918,OCN-30,Ocean Blue 30ml,1,79000,7052,5872,2000,8492,25500,79000,66076,30084,0.3808101265822785,completed
2026-06-16,TikTok Shop,ORD-3919,OCN-30,Ocean Blue 30ml,1,79000,9106,5730,2000,7059,25500,79000,64164,29605,0.374746835443038,completed
2026-06-16,Shopee,ORD-3920,MSK-30,Musk White 30ml,1,85000,9628,6163,2000,9485,28000,85000,69209,29724,0.3496941176470588,completed
2026-06-16,Shopee,ORD-3921,MSK-30,Musk White 30ml,1,85000,9279,6019,1500,8742,28000,85000,69702,31460,0.37011764705882355,completed
2026-06-16,Shopee,ORD-3922,OCN-30,Ocean Blue 30ml,1,79000,3841,6127,2000,4240,25500,79000,69032,37292,0.47205063291139243,completed
2026-06-16,Shopee,ORD-3923,OCN-30,Ocean Blue 30ml,2,79000,16793,9816,2400,15857,25500,158000,131391,62134,0.393253164556962,completed
2026-06-16,Tokopedia,ORD-3924,MSK-30,Musk White 30ml,1,85000,9036,6231,1200,6112,28000,85000,69733,34421,0.40495294117647057,completed
2026-06-16,Tokopedia,ORD-3925,MSK-30,Musk White 30ml,1,85000,9864,7377,1500,7375,28000,85000,67759,30884,0.3633411764705882,completed
2026-06-16,Shopee,ORD-3926,SAV-50,Sauvage Night 50ml,1,129000,5768,11283,1500,15167,42000,129000,111949,53282,0.4130387596899225,completed
2026-06-16,TikTok Shop,ORD-3927,RGE-35,Rouge 540 35ml,1,99000,5988,7876,2000,10224,32000,99000,85136,40912,0.41325252525252526,completed
2026-06-16,Shopee,ORD-3928,SAV-50,Sauvage Night 50ml,2,129000,14742,18076,2400,17023,42000,258000,225182,121759,0.4719341085271318,completed
2026-06-16,Tokopedia,ORD-3929,RGE-35,Rouge 540 35ml,2,99000,14340,13149,4000,21461,32000,198000,170511,81050,0.40934343434343434,completed
2026-06-16,Shopee,ORD-3930,SAV-50,Sauvage Night 50ml,1,129000,15332,9571,1200,6633,42000,129000,104097,54264,0.4206511627906977,completed
2026-06-16,Tokopedia,ORD-3931,OCN-30,Ocean Blue 30ml,1,79000,5896,5490,1500,2914,25500,79000,67614,37700,0.4772151898734177,completed
2026-06-16,Shopee,ORD-3932,SAV-50,Sauvage Night 50ml,1,129000,5852,7966,2000,9349,42000,129000,115182,61833,0.4793255813953488,completed
2026-06-16,Shopee,ORD-3933,OCN-30,Ocean Blue 30ml,1,79000,8930,6511,2000,2529,25500,79000,63559,33530,0.42443037974683545,completed
2026-06-16,Shopee,ORD-3934,OCN-50,Ocean Blue 50ml,1,119000,11560,10502,2000,7756,38000,119000,96938,49182,0.4132941176470588,completed
2026-06-16,Tokopedia,ORD-3935,OCN-30,Ocean Blue 30ml,1,79000,6457,7206,2000,3909,25500,79000,65337,33928,0.42946835443037973,completed
2026-06-16,TikTok Shop,ORD-3936,VNL-30,Vanilla Sweet 30ml,1,75000,7046,6276,1500,5169,24500,75000,61678,30509,0.4067866666666667,completed
2026-06-16,Tokopedia,ORD-3937,SAV-50,Sauvage Night 50ml,1,129000,13314,8300,1500,11141,42000,129000,107386,52745,0.40887596899224804,completed
2026-06-16,Shopee,ORD-3938,OCN-30,Ocean Blue 30ml,2,79000,17319,12732,4000,5751,25500,158000,127949,67198,0.42530379746835445,completed
2026-06-16,Shopee,ORD-3939,OCN-30,Ocean Blue 30ml,2,79000,17848,9235,3000,14369,25500,158000,130917,62548,0.39587341772151896,completed
2026-06-16,Shopee,ORD-3940,OCN-30,Ocean Blue 30ml,1,79000,8014,6899,1500,7922,25500,79000,64087,29165,0.3691772151898734,completed
2026-06-16,Shopee,ORD-3941,RGE-35,Rouge 540 35ml,1,99000,4348,7998,2000,11900,32000,99000,86654,40754,0.41165656565656567,completed
2026-06-16,TikTok Shop,ORD-3942,MSK-30,Musk White 30ml,1,85000,6633,4966,1500,10253,28000,85000,73401,33648,0.39585882352941176,completed
2026-06-16,TikTok Shop,ORD-3943,SAV-50,Sauvage Night 50ml,1,129000,10993,11816,2000,5747,42000,129000,106191,56444,0.43755038759689924,completed
2026-06-16,Shopee,ORD-3944,SAV-50,Sauvage Night 50ml,3,129000,19183,23148,6000,15551,42000,387000,344669,197118,0.5093488372093024,completed
2026-06-16,Tokopedia,ORD-3945,OCN-30,Ocean Blue 30ml,1,79000,2781,6854,1200,7254,25500,79000,69365,35411,0.44824050632911394,completed
2026-06-16,Shopee,ORD-3946,VNL-30,Vanilla Sweet 30ml,2,75000,16640,14101,2400,15958,24500,150000,119259,51901,0.3460066666666667,completed
2026-06-16,Shopee,ORD-3947,OCN-30,Ocean Blue 30ml,1,79000,9438,5487,1200,5229,25500,79000,64075,32146,0.4069113924050633,returned
2026-06-16,Shopee,ORD-3948,RGE-35,Rouge 540 35ml,1,99000,5715,8896,1500,5323,32000,99000,84389,45566,0.46026262626262626,returned
2026-06-16,Shopee,ORD-3949,OCN-50,Ocean Blue 50ml,2,119000,16577,16651,4000,20040,38000,238000,204772,104732,0.4400504201680672,completed
2026-06-16,Shopee,ORD-3950,VNL-30,Vanilla Sweet 30ml,1,75000,8114,4883,2000,4701,24500,75000,62003,30802,0.41069333333333335,completed
2026-06-16,TikTok Shop,ORD-3951,OCN-30,Ocean Blue 30ml,2,79000,5747,11489,3000,18714,25500,158000,140764,68050,0.4306962025316456,completed
2026-06-16,Shopee,ORD-3952,RGE-35,Rouge 540 35ml,1,99000,7287,8764,1500,6927,32000,99000,82949,42522,0.4295151515151515,completed
2026-06-16,Tokopedia,ORD-3953,OCN-50,Ocean Blue 50ml,1,119000,5471,7184,2000,6433,38000,119000,106345,59912,0.5034621848739496,completed
2026-06-16,TikTok Shop,ORD-3954,MSK-30,Musk White 30ml,1,85000,10166,7460,1200,5942,28000,85000,67374,32232,0.3792,completed
2026-06-16,Shopee,ORD-3955,MSK-30,Musk White 30ml,1,85000,4165,5170,2000,9047,28000,85000,75665,36618,0.4308,completed
2026-06-16,Shopee,ORD-3956,OCN-50,Ocean Blue 50ml,1,119000,8315,7799,2000,12027,38000,119000,102886,50859,0.4273865546218487,completed
2026-06-16,TikTok Shop,ORD-3957,MSK-30,Musk White 30ml,3,85000,18460,15707,6000,21794,28000,255000,220833,109039,0.4276039215686275,completed
2026-06-16,Tokopedia,ORD-3958,MSK-30,Musk White 30ml,1,85000,5765,6955,1200,7367,28000,85000,72280,35713,0.42015294117647056,completed
2026-06-16,TikTok Shop,ORD-3959,OCN-30,Ocean Blue 30ml,1,79000,5532,6971,2000,8327,25500,79000,66497,30670,0.3882278481012658,completed
2026-06-16,Shopee,ORD-3960,RGE-35,Rouge 540 35ml,1,99000,3217,7350,1500,6313,32000,99000,88433,48620,0.4911111111111111,shipped
2026-06-16,Shopee,ORD-3961,OCN-30,Ocean Blue 30ml,2,79000,14460,14604,4000,14985,25500,158000,128936,58951,0.37310759493670886,completed
2026-06-16,Shopee,ORD-3962,SAV-50,Sauvage Night 50ml,1,129000,14067,10086,1500,5952,42000,129000,104847,55395,0.42941860465116277,completed
2026-06-16,Shopee,ORD-3963,OCN-50,Ocean Blue 50ml,2,119000,19750,13584,4000,23772,38000,238000,204666,100894,0.42392436974789915,completed
2026-06-16,Tokopedia,ORD-3964,OCN-30,Ocean Blue 30ml,1,79000,8426,4839,1200,7742,25500,79000,65735,31293,0.3961139240506329,completed
2026-06-16,TikTok Shop,ORD-3965,OCN-30,Ocean Blue 30ml,2,79000,6726,14367,3000,6741,25500,158000,136907,76166,0.4820632911392405,completed
2026-06-16,Tokopedia,ORD-3966,VNL-30,Vanilla Sweet 30ml,2,75000,16272,11016,4000,15555,24500,150000,122712,54157,0.3610466666666667,completed
2026-06-16,Tokopedia,ORD-3967,OCN-30,Ocean Blue 30ml,2,79000,5416,8836,2400,8843,25500,158000,143748,81505,0.5158544303797469,completed
2026-06-16,Tokopedia,ORD-3968,VNL-30,Vanilla Sweet 30ml,1,75000,3733,5961,1500,6088,24500,75000,65306,33218,0.44290666666666667,completed
2026-06-16,Shopee,ORD-3969,OCN-30,Ocean Blue 30ml,1,79000,4760,5926,1500,8546,25500,79000,68314,32768,0.4147848101265823,completed
2026-06-16,Shopee,ORD-3970,OCN-30,Ocean Blue 30ml,1,79000,8301,5346,2000,9598,25500,79000,65353,28255,0.35765822784810125,completed
2026-06-16,TikTok Shop,ORD-3971,SAV-50,Sauvage Night 50ml,1,129000,8228,10196,1200,8315,42000,129000,110576,59061,0.4578372093023256,completed
2026-06-16,Shopee,ORD-3972,MSK-30,Musk White 30ml,1,85000,3066,5917,1500,9063,28000,85000,76017,37454,0.44063529411764707,shipped
2026-06-16,Tokopedia,ORD-3973,MSK-30,Musk White 30ml,1,85000,4643,5023,2000,10157,28000,85000,75334,35177,0.4138470588235294,completed
2026-06-16,TikTok Shop,ORD-3974,MSK-30,Musk White 30ml,2,85000,8559,10923,2400,18367,28000,170000,150518,73751,0.4338294117647059,completed
2026-06-16,Tokopedia,ORD-3975,RGE-35,Rouge 540 35ml,1,99000,4473,8127,1200,4542,32000,99000,86400,48658,0.4914949494949495,completed
2026-06-16,Shopee,ORD-3976,SAV-50,Sauvage Night 50ml,1,129000,14688,7833,1500,8760,42000,129000,106479,54219,0.42030232558139535,completed
2026-06-16,Tokopedia,ORD-3977,OCN-30,Ocean Blue 30ml,2,79000,17299,14876,2400,10598,25500,158000,125825,61827,0.3913101265822785,completed
2026-06-16,TikTok Shop,ORD-3978,MSK-30,Musk White 30ml,1,85000,5854,5965,1500,10489,28000,85000,73181,33192,0.3904941176470588,completed
2026-06-16,TikTok Shop,ORD-3979,MSK-30,Musk White 30ml,2,85000,12660,15887,3000,17778,28000,170000,141453,64675,0.3804411764705882,completed
2026-06-16,Tokopedia,ORD-3980,RGE-35,Rouge 540 35ml,1,99000,8380,7570,2000,4660,32000,99000,83050,44390,0.4483838383838384,completed
2026-06-16,Tokopedia,ORD-3981,RGE-35,Rouge 540 35ml,2,99000,23258,14206,4000,25451,32000,198000,160536,67085,0.3388131313131313,completed
2026-06-16,Tokopedia,ORD-3982,RGE-35,Rouge 540 35ml,1,99000,11879,9090,1500,4132,32000,99000,78031,40399,0.4080707070707071,completed
2026-06-16,Shopee,ORD-3983,RGE-35,Rouge 540 35ml,1,99000,6947,9282,2000,7166,32000,99000,82771,41605,0.42025252525252527,completed
2026-06-16,TikTok Shop,ORD-3984,OCN-30,Ocean Blue 30ml,1,79000,7924,6985,1500,7385,25500,79000,64091,29706,0.3760253164556962,completed
2026-06-16,Shopee,ORD-3985,RGE-35,Rouge 540 35ml,1,99000,7354,7728,1200,11400,32000,99000,83918,39318,0.39715151515151514,completed
2026-06-16,TikTok Shop,ORD-3986,RGE-35,Rouge 540 35ml,1,99000,5531,6104,1200,6187,32000,99000,87365,47978,0.4846262626262626,completed
2026-06-16,Shopee,ORD-3987,RGE-35,Rouge 540 35ml,3,99000,12132,27524,6000,25786,32000,297000,257344,129558,0.43622222222222223,completed
2026-06-16,Shopee,ORD-3988,SAV-50,Sauvage Night 50ml,2,129000,28230,21450,3000,26165,42000,258000,208320,95155,0.36881782945736435,completed
2026-06-16,Shopee,ORD-3989,RGE-35,Rouge 540 35ml,1,99000,7498,7050,1500,10025,32000,99000,84452,40927,0.4134040404040404,completed
2026-06-16,Shopee,ORD-3990,OCN-30,Ocean Blue 30ml,1,79000,2382,4541,2000,3380,25500,79000,72077,41197,0.5214810126582279,completed
